m_type,m_name,m_floor,m_memo
X,X1IN25,遺跡のＢ６,床に石を運ぶ
X,X1IN26,遺跡のＢ６,長い階段
X,X1IN27,遺跡のＢ７,石碑
X,X1IN28,遺跡のＢ８,
X,X1IN29,遺跡のＢ５,通路
X,X1D1,エスタード古代遺跡,ボツフロア
X,X1TSURO,遺跡のＢ３,冒険の書
X,X2OUT,なぞの神殿,入り口
X,X2OUTOFF,なぞの神殿,入り口
X,X2B1F,なぞの台座の部屋,
X,X2B2F,なぞの台座の部屋,
X,X2F1A,台座の広間,緑
X,X2F1B,台座の広間,青
X,X2F1C,台座の広間,赤
X,X2F1D,台座の広間,黄
X,X2F1E,神殿の大広間,
X,X2F1F,大広間の神殿,黄
X,X2F1G,大広間の神殿,青
X,X2F1H,大広間の神殿,赤
X,X2F1I,大広間の神殿,緑
X,X2FROBI,なぞの神殿,石碑
X,X3IN1,神の祭壇の内部,
X,X3OUTBIG,神の祭壇の湖,
X,X3SUI,神の祭壇の湖,水没
X,X3TEN1,神の祭壇の湖,楽器のあるテント
X,X3TEN2,神の祭壇の湖,テント内
X,X3NIN1,しかし ここでは この呪文は〜,ボツフロア
X,X3NOUTBIG,神の祭壇の湖,現在
X,X3NSUI,神の祭壇の湖,
X,X3NTEN1,神の祭壇の湖,
X,X3NTEN2,神の祭壇の湖,
X,X4POUT,魔王像,外観
X,X4PIN25F,魔王像の３Ｆ,
X,X4PIN1F,魔王像の１Ｆ,
X,X4PIN2F,魔王像の２Ｆ,
X,X4PIN3F,魔王像の４Ｆ,フェデル
X,X4PIN4F,魔王像の５Ｆ,
X,X4PIN5F,魔王像の６Ｆ,
X,X4PIN6F,魔王像の７Ｆ,
X,X4PIN7F,魔王像の８Ｆ,
X,X4PINB1,魔王像のＢ１,
X,X4NOUT,大地の精霊像,外観
X,X4NIN1,大地の精霊像の１Ｆ,
X,X4NIN1F,大地の精霊像の王家の扉内部,
X,X4NIN2F,大地の精霊像の２Ｆ,
X,X4NIN5F,大地の精霊像の５Ｆ,
X,X4NINB1,大地の精霊像の王家の扉内部,通路
X,X4N7F,大地の精霊像の７Ｆ,
X,X4NB2FA,大地の精霊像の王家の扉内部,宝箱
X,X4NB2FB,大地の精霊像の王家の扉内部,滝
X,X4Z,魔王像跡地,
X,X4ZIN,魔王像跡地のテントの中,
X,X5,大神殿,外観
X,X5IN1F,大神殿の１Ｆ,
X,X5IN2F,大神殿の２Ｆ,
X,X5B1F,大神殿の地下,宝箱
X,X5B1F2,歴代大神官の墓,
X,X5B1F3,大神殿の地下,
X,X5INDAI,大神殿の説教台内部,
X,X5N,大神殿,
X,X5NOUT,,トゥーラ大会用
X,X5NIN1F,大神殿の１Ｆ,
X,X5NIN2F,大神殿の２Ｆ,
X,X5NB1F,大神殿の地下,
X,X5NB1F2,歴代大神官の墓,
X,X5NB1F3,大神殿の地下,
X,X5NINDAI,大神殿の説教台内部,
X,X6B1FA,ダーマ神殿のＢ１,メイン
X,X6B1FB,ダーマ神殿のＢ１,左の部屋
X,X6B1FC,ダーマ神殿のＢ１,ネリス
X,X6B21F,ダーマ神殿のＢ２,
X,X6B2F2,ダーマ神殿のＢ２,決闘場からすぐ
X,X6F1,ダーマ神殿の１Ｆ,
X,X6F2,ダーマ神殿の２Ｆ,
X,X6NB1FA,ダーマ神殿のＢ１,
X,X6NB1FB,ダーマ神殿のＢ１,
X,X6NB1FC,ダーマ神殿のＢ１,
X,X6NB21F,しかし ここでは この呪文は〜,ボツフロア
X,X6NB2F2,しかし ここでは この呪文は〜,ボツフロア
X,X6NF1,ダーマ神殿の１Ｆ,
X,X6NF2,ダーマ神殿の２Ｆ,
X,X6NIN1F,しかし ここでは この呪文は〜,ボツフロア
X,X6NIN2F,しかし ここでは この呪文は〜,ボツフロア
X,X7OUTALL,天上の神殿,メイン
X,X7INA1F,天上の神殿,セーブ
X,X7INA2F,天上の神殿,本棚
X,X7NBB1,天上の神殿,石版台
X,X7IND1F,天上の神殿,池
X,X7INDB1,しかし ここでは この呪文は〜,ボツフロア
X,X7IND2F,天上の神殿,石碑
X,X7INAB1,天上の神殿,回復
X,X8OUT,リファ族の神殿,外観
X,X8F1A,リファ族の神殿の１Ｆ,
X,X8F1B,リファ族の神殿の１Ｆ,奥
X,X8F2,リファ族の神殿の２Ｆ,
X,X8F3,リファ族の神殿の３Ｆ,
X,X8F4A,リファ族の神殿の４Ｆ,
X,X8F4B,リファ族の神殿の４Ｆ,神の石
X,X8F5,リファ族の神殿の５Ｆ,
X,X8NOUT,リファ族の神殿,
X,X8NF1A,リファ族の神殿の１Ｆ,現在
X,X8NF1B,リファ族の神殿の１Ｆ,
X,X8NF2,リファ族の神殿の２Ｆ,
X,X8NF3,リファ族の神殿の３Ｆ,
X,X8NF4A,リファ族の神殿の４Ｆ,
X,X8NF4B,リファ族の神殿の４Ｆ,
X,X8NF5,リファ族の神殿の５Ｆ,
X,X9OUT,クリスタルパレス,外観
X,X9EV,,城が動くムービー
X,X9F1A,クリスタルパレスの１Ｆ,玄関
X,X9F1B,クリスタルパレスの１Ｆ,メイン
X,X9F1C,クリスタルパレスの１Ｆ,
X,X9F1D,クリスタルパレスの１Ｆ,
X,X9F1E,クリスタルパレスの詰所,
X,X9F2A,クリスタルパレスの２Ｆ,メイン
X,X9F2B,クリスタルパレスの２Ｆ,
X,X9F2C,クリスタルパレスの２Ｆ,パミラ
X,X9F2D,クリスタルパレスの２Ｆ,
X,X9F3,クリスタルパレスの３Ｆ,
X,X9F4,クリスタルパレスの４Ｆ,
X,X9B1F,クリスタルパレスのＢ１,魔物
X,X9DOUT,ダークパレス,外観
X,X9D9F,ダークパレスの９Ｆ,
X,X9D8F,ダークパレスの８Ｆ,
X,X9D7F,しかし ここでは この呪文は〜,ボツフロア
X,X9D7F1,ダークパレスの７Ｆ,
X,X9D7F2,ダークパレスの７Ｆ,
X,X9D7F3,ダークパレスの７Ｆ,
X,X9D7F4,ダークパレスの７Ｆ,
X,X9D6F1,ダークパレスの６Ｆ,
X,X9D6F2,ダークパレスの６Ｆ,
X,X9D6F3,ダークパレスの６Ｆ,
X,X9D6F4,ダークパレスの６Ｆ,
X,X9D6F5,ダークパレスの６Ｆ,
X,X9D5F,ダークパレスの５Ｆ,穴
X,X9D4F1,ダークパレスの４Ｆ,外側
X,X9D4F2,ダークパレスの４Ｆ,
X,X9D3F,ダークパレスの３Ｆ,
X,X9D2F1,ダークパレスの２Ｆ,ダメージ
X,X9D2F2,ダークパレスの２Ｆ,
X,X9D1F,ダークパレスの１Ｆ,
X,X9DB1F,ダークパレスのＢ１,
X,X9DB2F,ダークパレスのＢ２,
X,X9DB3F,ダークパレスのＢ３,
X,X9DB4F1,ダークパレスのＢ４,メイン
X,X9DB4F2,ダークパレスのＢ４,
X,X9DB4F3,ダークパレスのＢ４,
X,X9DB5F1,ダークパレスのＢ５,宝箱
X,X9DB5F2,ダークパレスのＢ５,メイン
X,X9DB5F3,ダークパレスのＢ５,盾
X,X9DB5F4,ダークパレスのＢ５,
X,X9DB5F5,ダークパレスのＢ５,
X,X9DB5F6,ダークパレスのＢ５,
X,X9DB5F7,ダークパレスのＢ５,卵がいっぱい
X,X9B58,ダークパレスのＢ５,
X,X9DB5F9,ダークパレスのＢ５,岩山
X,X9DB5F10,ダークパレスのＢ５,
X,X9DB5P11,ダークパレスのＢ５,アミュレット
X,X9DW1F1,激流の洞くつの１Ｆ,
X,X9DW1F2,激流の洞くつの１Ｆ,
X,X9DWB1A,激流の洞くつのＢ１,
X,X9DWB1B,激流の洞くつのＢ１,
X,X9DWB2A,激流の洞くつのＢ２,ワープ
X,X9DWB2B,激流の洞くつのＢ２,宝箱
X,X9DG1F,死地の洞くつの１Ｆ,
X,X9DGB1A,死地の洞くつのＢ１,
X,X9DGB1B,死地の洞くつのＢ１,ワープ
X,X9DKA1,烈風の神殿,
X,X9DKA2,しかし ここでは この呪文は〜,ボツフロア
X,X9DKAIN,烈風の神殿の内部,
X,X9DKB1,烈風の神殿,ワープ
X,X9DKB2,しかし ここでは この呪文は〜,ボツフロア
X,X9DF1F,業火の洞くつの１Ｆ,
X,X9DFB1F,業火の洞くつのＢ１,
X,X9DFB2F,業火の洞くつのＢ２,
X,X9DFB3F,業火の洞くつのＢ３,
X,X9DFB4F,業火の洞くつのＢ４,
X,X9TEST,しかし ここでは この呪文は〜,ボツフロア
X,X10OUT,地底ピラミッド,外観
X,X10F1,地底ピラミッドの最深部,
X,X10F2,地底ピラミッドの内部,
X,X10F3,地底ピラミッドの内部,ハート
X,X10F35,地底ピラミッドの内部,
X,X10F4,地底ピラミッドの内部,マウス
X,X10F5,地底ピラミッドの内部,
X,X10F6,地底ピラミッドの内部,
X,X10F7,地底ピラミッドの内部,まなざし
X,X11OUT,,神よ！ なぜ わしにだまって〜
X,X11HAI,,神対魔王
X,XFINAL,しかし ここでは この呪文は〜,魔王
X,XFINAL01,しかし ここでは この呪文は〜,ボツフロア
X,XFINAL02,,ウグググ……。
Z,B1OUT,モンスターじいさんの家,外観
Z,B1IN,モンスターじいさんの家,内部
Z,B2OUT,モンスターパークの草原地帯,
Z,B3OUT,モンスターパークの宿舎村,ボツフロア
Z,B03OUT1,モンスターパークの宿舎村,家１軒
Z,B03OUT2,モンスターパークの宿舎村,家２軒
Z,B03OUT3,モンスターパークの宿舎村,家３軒
Z,B03OUT4,モンスターパークの宿舎村,家４軒
Z,B03OUT5,モンスターパークの宿舎村,家５軒
Z,B03IN1,モンスター宿舎,北東の家
Z,B03IN2,モンスター宿舎,北西の家
Z,B03IN3,モンスター宿舎,南東の家
Z,B03IN4,モンスター宿舎,南西の家
Z,B03IN5,モンスター宿舎,西の家
Z,B4,モンスターパークの高原地帯,
Z,B5OUT,モンスターパークの森林地帯,
Z,B6OUT,モンスターパークの湿地帯,
Z,B7OUT,モンスターパークの海水公園,
Z,B8OUT,モンスターパークの洞くつ入り口,
Z,B8IN,モンスターパークの洞くつ,１Ｆ
Z,B8INB1F,モンスターパークの洞くつ,Ｂ１
Z,B9IN,モンスターパークの火山内部,
Z,B9OUT,モンスターパークの山地,
Z,B10OUT,モンスターパークの砂漠地帯,
Z,B11TWR,モンスターパークの塔,
Z,B11TWR1F,モンスターパークの塔の１Ｆ,
Z,B11TWR2F,モンスターパークの塔の２Ｆ,
Z,B11TWR3F,モンスターパークの塔の３Ｆ,
Z,B11TWR4F,モンスターパークの塔の４Ｆ,
Z,B11TWR5F,モンスターパークの塔の５Ｆ,
Z,B12OUT,モンスターパークの墓場,
Z,B12IN1F,モンスターパークの古びた洋館,１Ｆ
Z,B12IN2F,モンスターパークの古びた洋館,２Ｆ
Z,B12IN3F,モンスターパークの古びた洋館,３Ｆ
Z,I0J1IN,シムじいさんの家,内部
Z,I0J1OUT,シムじいさんの家,
Z,I0J1IDO,シムじいさんの家の井戸,
Z,LV1OUT,シムじじいの夢の土地,初期段階
Z,LV2OUT,移民たちの町,
Z,LV2IN,移民たちの町,テント内
Z,LV3OUT,移民たちの町,
Z,LV3IN1,移民たちの町,
Z,LV3IDO,移民たちの井戸,
Z,LV4OUT,移民たちの町,
Z,LV4IN1,移民たちの町,南の家
Z,LV4IN2,移民たちの町,北の家
Z,LV4IDO,移民たちの井戸,
Z,LV5OUT,移民たちの町,
Z,LV5IN1,移民たちの町,東の家
Z,LV5IN2,移民たちの町,南の家
Z,LV5IN3,移民たちの町,北東の家
Z,LV5INDY,移民たちの町,宿屋
Z,LV5INYAK,移民たちの町,北西の家
Z,LV5IDO,移民たちの井戸,
Z,LV6OUT,移民たちの町,
Z,LV6IN1F1,移民たちの町,
Z,LV6IN1F2,移民たちの町,
Z,LV6INBU,移民たちの町,
Z,LV6INCH,移民たちの町,
Z,LV6INYA,移民たちの町
Z,LV6INYAK,移民たちの町
Z,LV6IDO,移民たちの井戸
Z,I7OUT,移民たちの町
Z,I7IN1,移民たちの町
Z,I7IN2,移民たちの町
Z,I7INBK,移民たちの町
Z,I7INCH,移民たちの町
Z,I7INDO,移民たちの町
Z,I7INROU,移民たちの町
Z,ININYA,移民たちの町
Z,I7INYAKU,移民たちの町
Z,I7IDO,移民たちの井戸
Z,I7IDO2,移民たちの井戸
Z,I8OUT,移民たちの町
Z,I8YA1F,移民たちの町
Z,I8YA2F,移民たちの町
Z,I8IN1,移民たちの町
Z,I8IN2,移民たちの町
Z,I8DO,移民たちの町
Z,I8CH,移民たちの町
Z,I8BANK,移民たちの町
Z,I8IN3,移民たちの町
Z,I8YAKU1F,移民たちの町
Z,I8YAKUB1,移民たちの町
Z,I8TOU1F,移民たちの町
Z,I8TOU2F,移民たちの町
Z,I8IDO,移民たちの井戸
Z,LV8AOUT,最高レベルの大聖堂
Z,LV8A1F,最高レベルの大聖堂
Z,LV8A2F,最高レベルの大聖堂
Z,LV8BOUT,最高レベルのグレイトファーム
Z,LV8BIN1F,最高レベルのグレイトファーム,
Z,LV8BIN2F,最高レベルのグレイトファーム,
Z,LV8BIDO,グレイトファームの井戸,
Z,LV8COUT,最高レベルのプレミアムバザー,外観
Z,I11IN1FA,最高レベルのプレミアムバザー,北の建物１Ｆ
Z,I11IN1FB,移プレミアムバザー,ほねつき肉屋のフロア
Z,I11IN2F,最高レベルのプレミアムバザー,
Z,I11INBA,最高レベルのプレミアムバザー,銀行
Z,I11INLF,最高レベルのプレミアムバザー,南西側店内
Z,I11INRF,最高レベルのプレミアムバザー,南東側店内
Z,LV8D,しかし ここでは この呪文は〜,ボツフロア
Z,I12IDO,しかし ここでは この呪文は〜,ボツフロア（旅の宿カジノ）
Z,I12CSINO,最高レベルのグランドスラム,カジノ
Z,I12IN,最高レベルのグランドスラム,スラム街メイン
Z,I12OUT,最高レベルのグランドスラム,スラム街外側
Z,I12IN1,最高レベルのグランドスラム,イヌの西側の民家
Z,I12TENT1,最高レベルのグランドスラム,東側テント
Z,I12TENT2,最高レベルのグランドスラム,西側テント
Z,I12YAB1,最高レベルのグランドスラム,バー
Z,K1F0,なぞの異世界,ボツフロア（フィールド）
Z,K1F1,なぞの異世界の洞くつ,
Z,K1F2,なぞの異世界の洞くつ,
Z,K1F3,なぞの異世界の洞くつ,
Z,K1F4,なぞの異世界の洞くつ,
Z,K1F5,なぞの異世界の小屋,
Z,K1F6,なぞの異世界の小屋,
Z,K1F7,なぞの異世界の洞くつ,
Z,K1F8,なぞの異世界の洞くつ,
Z,K1F9,なぞの異世界の洞くつ,
Z,K1F10,なぞの異世界の洞くつ,
Z,K1F11,なぞの異世界の洞くつ,
Z,K1F12,なぞの異世界の洞くつ,
Z,K1F13,なぞの異世界の洞くつ,
Z,K1F14,なぞの異世界の洞くつ,
Z,K1F15,なぞの異世界の山道,
Z,K1F16,なぞの異世界の洞くつ,
Z,K1F17,なぞの異世界の洞くつ,
Z,K1F18,なぞの異世界,
Z,K1IDO,なぞの異世界の井戸,
Z,K1F18B,なぞの異世界,
Z,K1F19,なぞの異世界,
Z,K1F20,なぞの異世界の地下空洞,
Z,K1KAMI,なぞの異世界の神殿,
Z,K2F0,さらなる異世界,ボツフロア（フィールド）
Z,K2F1,さらなる異世界,砂漠の城
Z,K2F2,さらなる異世界の洞くつ,
Z,K2F3,さらなる異世界の洞くつ,地底ピラミッド
Z,K2F4,さらなる異世界の洞くつ,
Z,K2F5,さらなる異世界の洞くつ,
Z,K2F6,さらなる異世界の洞くつ,
Z,K2F7,さらなる異世界の洞くつ,
Z,K2F8,さらなる異世界の洞くつ,
Z,K2F9,さらなる異世界の洞くつ,
Z,K2F10,さらなる異世界の洞くつ,
Z,K2F11,さらなる異世界の神殿,精霊
Z,PUZZLE1,(null),石版台を低い視線で見る感じ
Z,PZL00,(null),石版台から光
Z,PZL01,(null),石版台から光
Z,PZL02,(null),石版台から光
Z,PZLVFES,(null),石版台デモ
Z,HEKIGA1C,(null),？壁画
Z,HEKIGA2C,(null),うずしおキングの壁画
Z,HEKIGA3C,(null),マーマンの壁画
Z,HEKIGA4C,(null),フレイムの壁画
Z,HEKIGA5C,(null),ゴーレムの壁画
Z,HEKIGA6C,(null),牛？の壁画
Z,HEKIGA7C,(null),稲妻？
Z,HEKIGA8C,(null),大蛇の壁画
Z,CASINO1,(null),画面真っ黒
Z,CASINO2,(null),画面真っ黒
Z,CASINO3,(null),画面真っ黒
Z,AMI,,エンディングの魚のムービー
Z,YAMI,,エスタード島が闇に落ちる
Z,AWABUKU,,ハスの花に包まれて海の底へ
Z,60FRAME,(null),海賊船無人
Z,HFUKKATU,,西の大陸が浮上するムービー
Z,AFUKKATU,,エスタード島が浮上するムービー
Z,ENDAMIT2,,海上のアミット号のムービー
Z,SHIPS,,アミット号と海賊船が併走するムービー
Z,SHIPS2,(null),海賊船
Z,SHIPS3,,アミット号と海賊船が併走するムービー
Z,ENDM1,,エンディングムービースタート
Z,ENDM4,,エンディング海賊船鳥瞰
Z,SEKAI,(null),世界地図
Z,DISKCHG,,DISCを入れかえます。 ここまでの〜
Z,KAMIHOME,神さまの家,
Z,RANKING,(null),不完全なランキング掲示板
Z,RANKING2,(null),不完全なランキング掲示板
Z,RANKING3,(null),不完全なランキング掲示板
Z,WARP,(null),真っ黒
Z,YUYAKE,,海上のアミット号横からのショット
Z,ENDAMIT4,,アミット号俯瞰
Z,ENDAMIT5,,よーし アミをあげるぞおーっ！
Z,ENDMOVIE,,なんにのない
Z,THEEND,,
