ID,モンスター名,HP,MP,すばやさ,こうげきりょく,しゅびりょく,けいけんち,ゴールド,アイテムかくりつ,アイテム,LV,メタルけい,ドラゴンけい,ゾンビけい,そらけい,スライムけい,ふくすうかい,しぜんかいふく,しゅうちゅうこうげき,みかわし,しょきじょうたい,しょきかくりつ,なかまかくりつ,メラ,ギラ,イオ,ヒャド,バギ,デイン,マヌーサ,ラリホー,ザキ,ニフラム,マホトラ,マホトーン,メダパニ,ルカニ,どく,やすみ,おどりふうじ,ほのお,ふぶき,たたき,まひ,ぐんたい
263,デビルマスタッシュ,580,90,95,256,110,515,190,5,しんぴのビスチェ,54,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,2,3,3,3,3,3,2,2,2,1,3,2,3,0,0,2,2,1
264,ゴードンヘッド,700,0,100,270,170,650,90,6,まじんのかなづち,55,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,2,3,2,3,3,3,2,1,2,2,3,0,1,1,2,0
265,プラチナキング,200,100,255,210,800,65000,700,5,しあわせのぼうし,60,1,0,0,0,1,0,0,0,1,1,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3
266,エビルプラント,610,50,88,280,110,900,210,5,しんぴのビスチェ,57,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,2,2,2,3,3,2,2,0,3,3,3,0,3,0,2,0
267,ほうらい大王,720,80,92,290,135,1050,180,5,ふしぎなぼうし,58,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,2,2,3,3,3,2,2,3,2,3,2,3,2,1,0,2,1
268,なし,30000,100,10,10,10,10,10,0,なし,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,デスゴーゴン,700,70,110,300,90,750,162,5,まじゅうのツメ,58,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,2,3,3,2,2,2,1,2,1,3,0,0,0,2,1
270,エビルエスターク,750,90,117,410,142,990,142,6,バーサカヘルム,59,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,1,1,0,2,3,3,3,2,2,3,2,1,3,3,1,1,1,3,2
271,れんごくまちょう,870,30,123,330,155,1250,185,5,プラチナヘッド,60,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,0,0,0,3,3,3,3,1,1,3,2,3,3,3,3,0,0,3,0
272,ナイトキング,800,100,95,310,140,1420,210,5,みなごろしの剣,60,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,3,0,0,3,3,3,3,2,2,3,2,3,3,3,0,3,0,3,0
273,あんこくまどう,690,90,115,290,146,1300,230,5,やまびこのぼうし,60,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,1,1,1,1,3,3,3,3,3,3,0,3,2,3,0,0,1,3,2
274,ドラゴン・ウー,900,0,93,380,150,1500,250,5,まじんのかなづち,45,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,2,3,3,3,3,3,2,1,3,3,3,1,1,0,3,0
275,突げきうお,18,4,15,22,14,8,5,4,やくそう,7,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,0,1,0
276,おばけヒトデ,20,4,10,19,15,9,6,5,かいがらぼうし,7,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
277,おばけ海牛,30,0,8,17,8,10,4,4,どくけし草,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,3,3,1,0,0,0,3,0,0,0,1,0
278,デスキャンサー,90,0,35,65,40,73,56,5,ブロンズナイフ,25,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,2,0,1,0,1,3,3,3,1,0,0,0,3,0,0,0,1,0
279,なし,30000,100,10,10,10,10,10,0,なし,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,ようかい魚,85,0,35,70,20,60,52,4,とがったホネ,25,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,1,2,1,3,3,1,0,2,1,3,0,0,0,2,0
281,たつのこナイト,78,20,80,80,40,72,70,5,鉄のやり,25,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,1,2,1,3,2,2,1,0,0,1,3,0,0,0,2,0
282,ピラニアン,90,16,62,85,58,65,61,5,ブロンズナイフ,25,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,0,1,1,1,3,2,2,1,0,0,1,3,0,0,0,2,0
283,タップペンギー,105,4,58,75,50,70,42,4,皮のぼうし,25,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,3,0,0,1,2,2,3,1,1,1,0,0,1,0,0,0,0,2,0
284,しびれマイマイ,80,12,52,65,63,73,30,4,かいがらぼうし,25,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0,0,0,2,0,1,3,2,1,1,0,1,0,3,0,0,0,3,0
285,マルチアイ,140,30,45,79,25,81,45,5,ピンクパール,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,3,2,3,0,1,2,3,0,0,0,3,0
286,デビルアンカー,90,10,71,85,95,77,61,6,かしこさのたね,26,0,0,0,0,0,0,0,0,1,0,0,4,2,2,2,2,2,0,1,1,2,3,0,0,0,0,2,1,3,2,2,0,2,2
287,エビルタートル,85,0,85,90,88,90,53,4,バイキングメット,26,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,1,3,0,1,1,1,3,3,3,0,0,0,0,3,0,0,0,2,2
288,海のまもりガメ,180,15,77,125,120,133,72,6,まもりのたね,33,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,3,3,0,2,2,3,3,3,3,1,1,2,1,3,0,0,0,1,1
289,エレフローパー,200,30,83,130,90,120,65,6,ふしぎなきのみ,34,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,2,1,3,3,2,1,0,2,1,3,0,0,0,2,1
290,マージスター,240,50,120,135,95,115,80,5,いのりのゆびわ,35,0,0,0,0,0,0,0,0,1,0,0,4,1,1,1,1,1,0,1,1,2,3,2,1,2,0,2,1,3,0,0,0,3,3
291,なし,30000,100,10,10,10,10,10,0,なし,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,ボーンフィッシュ,220,0,73,140,80,122,52,4,とがったホネ,35,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,3,0,0,3,2,3,1,3,3,1,0,2,2,3,0,2,0,1,1
293,シードラゴンズ,260,50,83,150,83,175,105,5,もろはのつるぎ,40,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,3,3,3,2,1,2,0,3,2,3,2,2,0,3,2
294,なし,30000,100,10,10,10,10,10,0,なし,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,岩とびあくま,230,16,92,135,103,130,92,5,風のぼうし,39,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,3,0,0,2,2,2,3,1,1,2,1,1,0,3,0,2,0,1,2
296,ヘルダイバー,250,30,72,105,92,105,93,6,天使のレオタード,28,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,3,0,2,2,2,3,1,1,0,0,2,2,3,0,1,0,3,1
297,あんこくつむり,190,8,62,133,180,125,83,4,まどうしの杖,38,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,2,1,1,1,2,3,1,1,2,0,3,2,3,1,1,0,2,1
298,キルゲータ,170,0,106,165,140,145,77,6,すばやさのたね,40,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,1,1,1,3,3,3,1,0,0,1,3,0,0,0,2,1
299,ワームスペクター,230,10,63,145,95,156,68,6,ふしぎなぼうし,40,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,3,3,2,1,2,3,1,0,0,1,3,0,0,0,2,0
300,ダゴン,350,0,75,170,102,180,98,6,命のきのみ,42,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,3,3,3,0,2,1,3,0,0,0,3,0
301,フロッグキング,400,38,88,190,93,210,110,5,インテリめがね,43,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,2,0,2,3,3,3,2,2,2,0,3,1,3,1,1,1,3,3
302,グレイトマーマン,430,50,96,210,110,215,130,6,命のゆびわ,44,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,2,1,0,2,3,3,3,2,2,2,0,3,2,3,1,1,1,3,2
303,ギャオース,450,0,90,240,92,240,150,6,ちからのたね,45,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,2,3,3,3,3,3,2,0,3,2,3,1,1,0,3,1
304,スライム,10,0,3,8,8,1,1,6,やくそう,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0
305,ゴーレム,280,0,12,32,20,60,70,0,ふしぎな石版緑,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,1,3,3,3,2,1,3,3,3
306,チョッキンガー,310,50,24,42,31,80,90,0,まもりのたね,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,2,2,3,3,3,3,3,0,3,0,3,2,2,3,3,0
307,マチルダ,250,0,150,20,30,20,30,7,なし,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,3,3,3,1,1,1,3,1
308,炎の巨人,310,0,13,47,24,120,150,0,ふしぎな石版青,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,2,3,3,3,3,3,0,3,1,3,2,0,0,3,1
309,デス・アミーゴ,520,20,20,52,35,200,250,0,なし,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,1,3,3,3,0,0,3,3,3
310,フォロッド兵,360,4,25,50,32,160,100,0,なし,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,2,3,1,3,1,3,0,0,3,3,3
311,からくり兵,60,0,15,46,42,62,20,5,鉄のオノ,11,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,3,3,3,3,3,3,3,2,3,1,3,1,1,1,3,3
312,からくり兵,60,0,8,40,38,72,20,0,なし,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,3,3,3,3,3,3,2,3,1,3,1,1,1,3,3
313,マシンマスター,250,12,45,48,40,180,70,0,なし,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,2,3,1,3,2,3,0,0,3,3,3
314,デスマシーン,380,8,38,80,70,300,200,0,なし,18,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,3,3,3,3,3,3,3,2,3,1,3,1,1,1,3,3
315,あめふらし,450,10,38,65,39,350,310,0,なし,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,3,3,3,0,3,3,1,3,2,3,0,1,0,3,3
316,どうくつまじん,450,24,27,70,40,432,123,0,なし,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,3,0,1,3,0,3,2,3,0,1,0,3,2
317,おどる宝石,110,5,49,48,36,110,350,0,なし,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,0,3,3,0,3,2,0,2,2,1,3,1
318,あらくれ,177,0,72,80,34,0,0,0,なし,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,3,0,0,0,3,1
319,スイフー,30000,0,57,120,67,0,0,0,なし,60,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,3,3,3,3,3,0,0,3,3,3
320,ぶとうか,200,0,93,75,33,0,0,0,なし,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,3,0,0,0,3,2
321,イノップ,30000,255,93,95,40,0,0,0,なし,64,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,0,3,3,3,3,3,0,0,0,3,2
322,ゴンズ,30000,255,74,85,35,0,0,0,なし,64,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,0,3,3,3,3,3,3,0,0,0,3,2
323,イノップ,440,0,73,90,38,278,310,0,なし,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1,3,2,3,0,0,3,3,2
324,ゴンズ,400,0,64,79,35,294,320,0,なし,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1,3,1,3,0,0,3,3,2
325,マンイーター,400,25,76,75,44,419,294,0,なし,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,3,1,3,3,1,3,2,3,0,0,3,3,1
326,ネペロ,345,100,25,70,47,200,50,0,なし,15,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2,3,3,0,3,2,0,0,2,3,0,0,0,3,3
327,スコット,270,50,30,65,40,210,40,0,なし,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,3,1,0,0,2,3,0,0,0,3,3
328,ガルシア,350,50,35,105,56,250,50,0,なし,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,3,3,0,0,2,3,1,0,0,3,3
329,トンプソン,280,150,30,90,60,260,60,0,なし,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,3,3,0,0,2,3,0,0,0,3,3
330,ナプト,270,0,95,80,55,280,70,0,なし,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,3,3,0,0,3,3,0,0,0,3,3
331,ドンホセ,300,0,100,75,40,300,80,0,なし,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,3,3,0,0,1,3,0,0,0,3,3
332,ネリス,460,23,74,90,57,267,0,0,なし,21,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,0,1,3,3,3,3,3,3,1,3,3,3,0,1,0,3,3
333,アントリア,700,55,75,85,63,687,743,0,なし,24,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,3,3,3,3,3,1,3,2,3,0,1,3,3,3
334,さんぞく兵,200,0,71,80,46,199,44,0,なし,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,3,3,3,3,3,1,1,0,3,0,0,1,3,3
335,さんぞく兵マージ,140,30,72,65,50,182,6,0,なし,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3,0,3,3,1,1,1,3,0,0,1,3,2
336,さんぞく,180,0,96,75,40,187,8,0,なし,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,3,3,3,0,0,0,2,3,0,0,1,0,0
337,エテポンゲ,230,45,77,68,40,201,5,0,なし,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3,3,3,3,3,1,3,1,0,0,0,1,3,2
338,さんぞくのカシラ,500,19,74,92,45,731,637,0,なし,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,3,3,3,3,3,0,1,3,3,0,0,1,3,3
339,ボーンライダー,500,4,32,60,26,100,270,0,なし,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,0,0,3,3,1,0,0,3,2
340,ピグモンエビル,400,10,24,62,30,100,50,0,なし,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,3,0,0,0,3,0
341,ピグモンエビル,550,10,25,68,30,180,90,0,なし,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,3,0,0,0,3,0
342,セト,900,8,40,80,59,650,250,0,なし,27,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,0,0,3,3,1,0,0,3,0
343,あやしい男,350,0,80,95,60,72,75,0,なし,25,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,0,1,2,3,3,3,3,3,0,0,2,3,0,0,0,3,0
344,いどまじん,580,40,85,105,70,370,40,0,なし,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,3,0,0,2,3,1,1,1,3,2
345,ウルフデビル,600,50,85,115,85,400,210,0,なし,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,3,0,3,2,3,0,0,2,3,2
346,タイムマスター,780,120,90,135,85,750,312,0,ふしぎな石版黄,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,3,3,3,2,3,3,0,3,2,3,1,0,2,3,2
347,マキマキ,230,40,52,85,73,77,25,0,ふしぎな石版黄,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,3,0,0,2,3,0,0,1,3,1
348,エンタシスマン,180,20,46,102,67,150,51,0,なし,29,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,3,2,2,1,0,2,0,0,2,0,0,0,0,2,0
349,海底のゴースト,150,50,75,80,50,95,0,0,なし,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,3,3,3,2,1,2,0,0,0,3,0,0,0,2,0
350,グラコス,1400,90,65,165,85,1320,720,0,なし,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,3,3,3,0,3,3,3,3,3,3,0,2,1,3,2
351,キングスライム,670,70,60,150,90,120,77,0,まものせいそく図,33,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,2,0,3,3,3,3,2,1,3,3,3,3,3,1,1,0,3,2
352,ギガミュータント,1050,0,62,160,82,1230,125,0,ふしぎな石版赤,36,0,0,0,1,0,1,0,0,0,0,0,0,0,2,3,0,0,1,2,3,3,3,3,3,3,0,3,3,3,0,0,1,3,1
353,グラコス5世,1500,100,65,180,85,1950,940,0,なし,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,3,3,3,0,3,3,3,3,3,3,0,2,1,3,2
354,マージインプ,180,30,92,185,68,120,90,0,なし,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,2,0,2,1,1,1,0,1,1,3,0,0,0,2,0
355,りゅうき兵,9999,255,60,190,150,0,0,0,なし,64,0,0,0,1,0,0,0,0,2,0,0,0,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3
356,りゅうき兵,1200,0,43,98,52,850,1500,0,なし,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,0,3,3,3,0,0,3,3,3
357,ベビーゴイル,250,32,212,105,65,130,110,0,なし,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,3,0,0,0,0
358,ピンクオーク,300,35,145,155,78,145,110,0,なし,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,0,0,1,1,1,0,0,0,2,0
359,ボルンガ,1000,0,60,180,100,280,1240,0,なし,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,3,3,3,2,3,3,2,3,3,3,1,1,2,3,3
360,あくま神官,420,150,250,92,115,100,120,0,なし,31,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,1,1,0,1,3,3,3,3,2,3,1,2,3,3,0,0,0,3,0
361,ヘルバオムのねっこ,185,0,135,152,70,80,20,0,なし,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,3,3,3,0,0,0,3,3
362,ヘルバオム,1300,255,100,180,80,1650,2100,0,ふしぎな石版緑,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,0,3,3,3,0,1,1,3,3
363,やみのドラゴン,1350,0,105,195,80,1330,950,0,なし,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,3,3,3,3,3,0,1,3,3,0,0,1,3,3
364,チビィ,1260,0,132,185,160,375,0,0,なし,34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,0,3,2,3,0,0,1,3,2
365,ヘルワーム,500,0,112,140,113,223,123,0,なし,32,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,3,3,3,3,0,3,2,3,0,0,1,3,1
366,メディルの使い,1390,255,113,101,81,740,920,0,なし,33,0,0,0,0,0,1,0,0,2,0,0,0,2,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,1,0,3,2
367,ゼッペル,40000,255,37,270,200,1,1,0,なし,64,0,0,1,0,0,2,0,0,1,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3
368,ゼッペル,2200,255,82,165,90,2260,710,0,なし,42,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,3,3,3,0,0,0,3,0
369,やみのまじん,2500,100,86,171,94,1760,575,0,なし,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,2,3,3,3,0,1,0,3,2
370,ヘルクラウダー,3080,255,96,185,91,2160,604,0,なし,33,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,3,3,3,3,0,2,0,3,3
371,フォレストガード,600,0,80,140,99,205,70,0,なし,38,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,0,0,0,0,3,0,0,0,3,0
372,ボトク,2500,255,83,155,93,2150,200,0,なし,45,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,0,3,3,3,0,0,1,3,1
373,ガマデウス,1300,255,95,170,100,920,500,0,なし,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,2,3,3,3,3,3,0,0,3,3,0,0,0,3,1
374,バリクナジャ,1580,85,90,190,105,2750,724,0,ふしぎな石版？,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,3,3,0,0,0,3,2
375,炎のせいれい,5000,255,100,220,120,3700,800,0,なし,52,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,3,3,3,3,3,3,0,3,3,3,3,0,1,3,0
376,ネイルビースト,1800,0,90,202,90,480,0,0,なし,40,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,2,0,3,0,3,0,3,0,3,0
377,ボーンフィッシュ,1500,255,94,180,100,350,0,0,なし,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,3,2,2,3,0,0,0,3,0,3,0,3,0
378,おばけヒトデ,1300,80,100,160,140,320,0,0,なし,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,3,1,2,3,0,0,0,2,0,3,0,3,0
379,スノーバット,860,32,92,173,70,320,108,0,なし,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,1,3,3,3,1,0,0,1,1,3,0,3,0,2,0
380,ネンガル,4680,0,99,267,32,3690,1009,0,なし,55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,3,3,3,0,0,0,3,3
381,なし,50,100,10,10,10,10,10,0,やくそう,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,オルゴ・デミーラ,3500,254,80,330,200,0,0,0,なし,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,2,3,0
383,オルゴ・デミーラ,3300,255,135,330,200,0,0,0,なし,50,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,2,3,0
384,オルゴ・デミーラ,3000,254,116,350,170,0,0,0,なし,70,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,1,3,0
385,オルゴ・デミーラ,4500,254,85,300,140,0,0,0,なし,70,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,3,3,3,0,0,0,3,0
386,オルゴ・デミーラ,3300,255,135,330,200,0,0,0,なし,50,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,2,3,0
387,オルゴ・デミーラ,4500,254,85,300,140,0,0,0,なし,70,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,3,3,3,0,0,0,3,0
388,オルゴ・デミーラ,4500,254,85,300,140,0,0,0,なし,70,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,3,3,3,0,0,0,3,0
389,オルゴ・デミーラ,3000,255,107,182,127,0,0,0,なし,25,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,3,3,3,3,3,1,0,0,3,1
390,オルゴ・デミーラ,3000,255,107,182,127,0,0,0,なし,25,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,3,3,3,3,3,3,3,1,0,0,3,1
391,オルゴ・デミーラ,4200,0,82,230,90,0,0,0,なし,10,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,0
392,神さま,12400,255,173,382,162,0,0,0,なし,55,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,2,3,0
393,ドラゴラム,30000,100,72,190,180,0,0,0,なし,10,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,1,1,2,3,3,3,2,1,2,1,3,2,2,2,2,3
394,へんしん,30000,100,65,145,190,0,0,0,なし,10,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,1,0,0,1,2,3,2,2,1,1,1,1,3,1,1,1,2,3
395,タッツウ,300,50,80,180,150,0,0,0,さばきの杖,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,3,3,1,3,3,3,1,1,1,3,3
396,デアゴ,450,60,120,210,160,0,0,0,まじゅうのキバ,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,3,3,3,2,1,3,1,3,0,0,0,3,3
397,サムシン,550,40,150,250,190,0,0,0,ゴディアスの剣,10,0,0,0,0,0,2,0,0,3,0,0,0,1,1,1,1,1,0,2,3,2,2,2,3,1,2,3,2,3,0,0,0,3,3
